1,avx2,0.14
1,avx2,0.14
1,avx2,0.14
1,avx2,0.13
1,avx2,0.14
1,avx2,0.13
1,avx2,0.14
1,avx2,0.14
1,avx2,0.13
1,avx2,0.13
2,avx2,0.26
2,avx2,0.14
2,avx2,0.14
2,avx2,0.17
2,avx2,0.14
2,avx2,0.14
2,avx2,0.14
2,avx2,0.14
2,avx2,0.14
2,avx2,0.14
3,avx2,0.20
3,avx2,0.20
3,avx2,0.20
3,avx2,0.20
3,avx2,0.20
3,avx2,0.19
3,avx2,0.19
3,avx2,0.20
3,avx2,0.19
3,avx2,0.23
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
5,avx2,0.33
1,openmp_2,0.27
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.26
1,openmp_2,0.27
1,openmp_2,0.26
1,openmp_4,0.26
1,openmp_4,0.26
1,openmp_4,0.25
1,openmp_4,0.26
1,openmp_4,0.25
1,openmp_4,0.28
1,openmp_4,0.26
1,openmp_4,0.26
1,openmp_4,0.26
1,openmp_4,0.29
2,openmp_2,0.25
2,openmp_2,0.27
2,openmp_2,0.26
2,openmp_2,0.25
2,openmp_2,0.24
2,openmp_2,0.25
2,openmp_2,0.28
2,openmp_2,0.27
2,openmp_2,0.25
2,openmp_2,0.26
2,openmp_4,0.25
2,openmp_4,0.24
2,openmp_4,0.24
2,openmp_4,0.25
2,openmp_4,0.25
2,openmp_4,0.24
2,openmp_4,0.25
2,openmp_4,0.30
2,openmp_4,0.24
2,openmp_4,0.24
3,openmp_2,0.60
3,openmp_2,0.58
3,openmp_2,0.58
3,openmp_2,0.57
3,openmp_2,0.59
3,openmp_2,0.58
3,openmp_2,0.58
3,openmp_2,0.58
3,openmp_2,0.58
3,openmp_2,0.60
3,openmp_4,0.58
3,openmp_4,0.59
3,openmp_4,0.59
3,openmp_4,0.58
3,openmp_4,0.58
3,openmp_4,0.59
3,openmp_4,0.58
3,openmp_4,0.58
3,openmp_4,0.58
3,openmp_4,0.86
5,openmp_2,1.22
5,openmp_2,1.23
5,openmp_2,1.22
5,openmp_2,1.22
5,openmp_2,1.24
5,openmp_2,1.25
5,openmp_2,1.22
5,openmp_2,1.22
5,openmp_2,1.23
5,openmp_2,1.24
5,openmp_4,1.22
5,openmp_4,1.30
5,openmp_4,1.22
5,openmp_4,1.33
5,openmp_4,1.51
5,openmp_4,1.23
5,openmp_4,1.25
5,openmp_4,1.22
5,openmp_4,1.22
5,openmp_4,1.22
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
1,avx2_openmp,0.26
2,avx2_openmp,0.25
2,avx2_openmp,0.25
2,avx2_openmp,0.25
2,avx2_openmp,0.25
2,avx2_openmp,0.25
2,avx2_openmp,0.25
2,avx2_openmp,0.24
2,avx2_openmp,0.25
2,avx2_openmp,0.24
2,avx2_openmp,0.25
3,avx2_openmp,0.58
3,avx2_openmp,0.59
3,avx2_openmp,0.59
3,avx2_openmp,0.58
3,avx2_openmp,0.58
3,avx2_openmp,0.59
3,avx2_openmp,0.58
3,avx2_openmp,0.58
3,avx2_openmp,0.58
3,avx2_openmp,0.58
5,avx2_openmp,1.25
5,avx2_openmp,1.23
5,avx2_openmp,1.24
5,avx2_openmp,1.23
5,avx2_openmp,1.23
5,avx2_openmp,1.23
5,avx2_openmp,1.22
5,avx2_openmp,1.22
5,avx2_openmp,1.24
5,avx2_openmp,1.24
