1,no_openmp,1.34
1,no_openmp,1.38
1,no_openmp,1.34
1,no_openmp,1.36
1,no_openmp,1.38
1,no_openmp,1.33
1,no_openmp,1.37
1,no_openmp,1.37
1,no_openmp,1.35
1,no_openmp,1.34
3,no_openmp,1.61
3,no_openmp,1.42
3,no_openmp,1.39
3,no_openmp,1.92
3,no_openmp,1.34
3,no_openmp,1.38
3,no_openmp,1.48
3,no_openmp,1.41
3,no_openmp,1.35
3,no_openmp,1.43
5,no_openmp,1.40
5,no_openmp,1.39
5,no_openmp,1.38
5,no_openmp,1.39
5,no_openmp,1.40
5,no_openmp,1.39
5,no_openmp,1.37
5,no_openmp,1.37
5,no_openmp,1.39
5,no_openmp,1.40
1,openmp,1.44
1,openmp,1.28
1,openmp,1.26
1,openmp,1.28
1,openmp,1.24
1,openmp,1.25
1,openmp,1.25
1,openmp,1.22
1,openmp,1.25
1,openmp,1.23
3,openmp,1.22
3,openmp,1.24
3,openmp,1.22
3,openmp,1.23
3,openmp,1.22
3,openmp,1.23
3,openmp,1.23
3,openmp,1.23
3,openmp,1.23
3,openmp,1.26
5,openmp,1.23
5,openmp,2.79
5,openmp,1.24
5,openmp,1.24
5,openmp,1.25
5,openmp,1.25
5,openmp,1.25
5,openmp,1.24
5,openmp,1.38
5,openmp,1.23
